"ref_area.label","source.label","indicator.label","time","obs_value","note_indicator.label","note_source.label"
"Hungary","OS - Estimations based on Administrative data, union confederations' self-reported membership and LFS data","Trade union density rate (%)","2019",8.65,"Trade union membership coverage: Adjusted for the right to unionize",
"Hungary","OS - Estimations based on Administrative data, union confederations' self-reported membership and LFS data","Trade union density rate (%)","2018",8.294,"Trade union membership coverage: Adjusted for the right to unionize",
"Hungary","OS - Estimations based on Administrative data, union confederations' self-reported membership and LFS data","Trade union density rate (%)","2016",9.178,"Trade union membership coverage: Adjusted for the right to unionize",
"Hungary","OS - Estimations based on Administrative data, union confederations' self-reported membership and LFS data","Trade union density rate (%)","2015",9.03,"Trade union membership coverage: Adjusted for the right to unionize",
"Hungary","OS - Estimations based on Administrative data, union confederations' self-reported membership and LFS data","Trade union density rate (%)","2014",11.014,"Trade union membership coverage: Adjusted for the right to unionize",
"Hungary","OS - Estimations based on Administrative data, union confederations' self-reported membership and LFS data","Trade union density rate (%)","2012",12.53,"Trade union membership coverage: Adjusted for the right to unionize",
"Hungary","OS - Estimations based on Administrative data, union confederations' self-reported membership and LFS data","Trade union density rate (%)","2008",15.269,"Trade union membership coverage: Adjusted for the right to unionize",
"Hungary","OS - Estimations based on Administrative data, union confederations' self-reported membership and LFS data","Trade union density rate (%)","2005",17.255,"Trade union membership coverage: Adjusted for the right to unionize",
"Hungary","OS - Estimations based on Administrative data, union confederations' self-reported membership and LFS data","Trade union density rate (%)","2003",18.871,"Trade union membership coverage: Adjusted for the right to unionize",
"Hungary","OS - Estimations based on Administrative data, union confederations' self-reported membership and LFS data","Trade union density rate (%)","2001",20.401,"Trade union membership coverage: Adjusted for the right to unionize",
"Hungary","OS - Estimations based on Administrative data, union confederations' self-reported membership and LFS data","Trade union density rate (%)","2000",23.806,"Trade union membership coverage: Adjusted for the right to unionize",
"Indonesia","OS - Estimations based on Administrative data","Trade union density rate (%)","2019",12.99,,
"Indonesia","OS - Estimations based on Administrative data","Trade union density rate (%)","2018",14.32,,
"Indonesia","OS - Estimations based on Administrative data","Trade union density rate (%)","2017",14.37,,
"Indonesia","OS - Estimations based on Administrative data","Trade union density rate (%)","2016",17.88,,
"Indonesia","OS - Estimations based on Administrative data","Trade union density rate (%)","2014",6.278,,
"Indonesia","OS - Estimations based on Administrative data","Trade union density rate (%)","2012",7.003,,
"Indonesia","OS - Estimations based on Administrative data","Trade union density rate (%)","2009",9.8,,
"Indonesia","OS - Estimations based on Administrative data","Trade union density rate (%)","2008",8.7,,
"Indonesia","OS - Estimations based on Administrative data","Trade union density rate (%)","2007",9.2,,
"Indonesia","OS - Estimations based on Administrative data","Trade union density rate (%)","2006",9.9,,
"Indonesia","OS - Estimations based on Administrative data","Trade union density rate (%)","2003",11.416,,
"Indonesia","OS - Estimations based on Administrative data","Trade union density rate (%)","2002",27.1,,
"Indonesia","OS - Estimations based on Administrative data","Trade union density rate (%)","2001",36.4,,
"India","OS - Estimations based on the Employment-Unemployment Surveys","Trade union density rate (%)","2017",19.801,,
"India","OS - Estimations based on the Employment-Unemployment Surveys","Trade union density rate (%)","2013",22.751,,
"India","OS - Estimations based on the Employment-Unemployment Surveys","Trade union density rate (%)","2012",11.84,,
"India","OS - Estimations based on the Employment-Unemployment Surveys","Trade union density rate (%)","2010",10.272,,
"India","OS - Estimations based on the Employment-Unemployment Surveys","Trade union density rate (%)","2009",26.339,,"Data reference period: Noncalendar year | Reference group coverage: Employees"
"India","OS - Estimations based on the Employment-Unemployment Surveys","Trade union density rate (%)","2008",13.52,,
"India","OS - Estimations based on the Employment-Unemployment Surveys","Trade union density rate (%)","2005",23,,
"India","OS - Estimations based on the Employment-Unemployment Surveys","Trade union density rate (%)","2004",24.917,,"Data reference period: Noncalendar year | Reference group coverage: Employees"
"India","OS - Estimations based on the Employment-Unemployment Surveys","Trade union density rate (%)","2002",12.258,,
"India","OS - Estimations based on the Employment-Unemployment Surveys","Trade union density rate (%)","2000",11.789,,
"Ireland","LFS - EU Labour Force Survey","Trade union density rate (%)","2020",25.395,"Trade union membership coverage: Adjusted for the right to unionize",
"Ireland","LFS - EU Labour Force Survey","Trade union density rate (%)","2019",24.849,"Trade union membership coverage: Adjusted for the right to unionize",
"Ireland","LFS - EU Labour Force Survey","Trade union density rate (%)","2018",24.03,"Trade union membership coverage: Adjusted for the right to unionize",
"Ireland","LFS - EU Labour Force Survey","Trade union density rate (%)","2017",24.148,"Trade union membership coverage: Adjusted for the right to unionize",
"Ireland","LFS - EU Labour Force Survey","Trade union density rate (%)","2016",23.291,"Trade union membership coverage: Adjusted for the right to unionize",
"Ireland","LFS - EU Labour Force Survey","Trade union density rate (%)","2015",25.201,"Trade union membership coverage: Adjusted for the right to unionize",
"Ireland","LFS - EU Labour Force Survey","Trade union density rate (%)","2014",26.05,"Trade union membership coverage: Adjusted for the right to unionize",
"Ireland","LFS - EU Labour Force Survey","Trade union density rate (%)","2013",28.358,"Trade union membership coverage: Adjusted for the right to unionize",
"Ireland","LFS - EU Labour Force Survey","Trade union density rate (%)","2012",29.987,"Trade union membership coverage: Adjusted for the right to unionize",
"Ireland","LFS - EU Labour Force Survey","Trade union density rate (%)","2011",31.704,"Trade union membership coverage: Adjusted for the right to unionize",
"Ireland","LFS - EU Labour Force Survey","Trade union density rate (%)","2010",31.805,"Trade union membership coverage: Adjusted for the right to unionize",
"Ireland","LFS - EU Labour Force Survey","Trade union density rate (%)","2009",31.94,"Trade union membership coverage: Adjusted for the right to unionize",
"Ireland","LFS - EU Labour Force Survey","Trade union density rate (%)","2008",30.889,"Trade union membership coverage: Adjusted for the right to unionize",
"Ireland","LFS - EU Labour Force Survey","Trade union density rate (%)","2007",30.463,"Trade union membership coverage: Adjusted for the right to unionize",
"Ireland","LFS - EU Labour Force Survey","Trade union density rate (%)","2006",31.78,"Trade union membership coverage: Adjusted for the right to unionize",
"Ireland","LFS - EU Labour Force Survey","Trade union density rate (%)","2005",33.174,"Trade union membership coverage: Adjusted for the right to unionize",
"Ireland","LFS - EU Labour Force Survey","Trade union density rate (%)","2004",34.243,"Trade union membership coverage: Adjusted for the right to unionize",
"Ireland","LFS - EU Labour Force Survey","Trade union density rate (%)","2003",35.211,"Trade union membership coverage: Adjusted for the right to unionize",
"Ireland","LFS - EU Labour Force Survey","Trade union density rate (%)","2002",35.444,"Trade union membership coverage: Adjusted for the right to unionize",
"Ireland","LFS - EU Labour Force Survey","Trade union density rate (%)","2001",35.595,"Trade union membership coverage: Adjusted for the right to unionize",
"Ireland","LFS - EU Labour Force Survey","Trade union density rate (%)","2000",35.931,"Trade union membership coverage: Adjusted for the right to unionize",
"Iceland","LFS - EU Labour Force Survey","Trade union density rate (%)","2019",91.423,"Trade union membership coverage: Adjusted for the right to unionize",
